Date,YEAR,MO,DY,T2M,T2M_RANGE,T2M_MAX,T2M_MIN,PRECTOTCORR,PS,WS10M,WS50M
09/07/2001,2001,9,7,28.03,6.66,31.51,24.83,7.86,99.6,1.56,2.33
09/08/2001,2001,9,8,26.48,3.39,27.99,24.6,4.91,99.75,1.3,1.92
09/09/2001,2001,9,9,28.14,8.5,32.62,24.12,0.58,99.52,2.1,3.38
09/10/2001,2001,9,10,28,8.78,32.86,24.08,0.19,99.36,3.17,4.91
09/11/2001,2001,9,11,28.43,8.55,32.71,24.16,3.11,99.4,2.73,4.18
09/12/2001,2001,9,12,28.04,6.94,32.01,25.07,3.53,99.55,1.88,3.02
09/13/2001,2001,9,13,26.94,6.37,30.58,24.21,3.66,99.45,3.26,4.91
09/14/2001,2001,9,14,27.06,4.59,29.63,25.04,0.83,99.61,1.72,2.71
09/15/2001,2001,9,15,27.78,6.65,30.8,24.15,20.55,99.78,1.2,1.71
09/16/2001,2001,9,16,28.18,7.45,31.57,24.13,1.57,99.74,1.48,2.02
09/17/2001,2001,9,17,28.3,9.14,33.12,23.98,0.93,99.62,2.09,3.24
09/18/2001,2001,9,18,26.99,10.27,32.4,22.14,0.03,99.53,2.7,4.36
09/19/2001,2001,9,19,27.02,10.48,32.67,22.19,0,99.51,2.66,4.27
09/20/2001,2001,9,20,26.94,11.32,32.58,21.26,0,99.65,2.22,3.45
09/21/2001,2001,9,21,27.94,10.89,33.23,22.34,0.01,99.79,1.3,1.82
09/22/2001,2001,9,22,27.68,10.91,33.05,22.15,0,99.76,1.66,2.52
09/23/2001,2001,9,23,27.95,10.13,32.53,22.4,0,99.77,1.1,1.63
09/24/2001,2001,9,24,28.29,7.98,32.33,24.36,0.05,99.75,1.39,1.92
09/25/2001,2001,9,25,27.79,5.95,30.62,24.67,0.97,99.71,1.44,2.06
09/26/2001,2001,9,26,28.25,6.48,31.3,24.82,0.79,99.61,1.28,1.61
09/27/2001,2001,9,27,28.41,8.36,32.73,24.37,0.05,99.63,1.48,2.05
09/28/2001,2001,9,28,28.2,7.91,32.48,24.58,0,99.61,2.02,3.11
09/29/2001,2001,9,29,27.7,6.22,31.34,25.13,0,99.63,3.68,5.78
09/30/2001,2001,9,30,27.7,6.86,31.9,25.04,0.67,99.66,4.69,6.8
10/01/2001,2001,10,1,26.02,2.44,27.29,24.86,6.52,99.72,4.96,7.06
10/02/2001,2001,10,2,25.77,4.09,28.19,24.09,8.56,99.7,4.4,6.29
10/03/2001,2001,10,3,25.98,5.52,29.12,23.6,14.51,99.67,3.03,4.91
10/04/2001,2001,10,4,26.21,4.55,28.83,24.29,51.23,99.62,3.52,5.51
10/05/2001,2001,10,5,26.44,5.17,29.52,24.35,20.1,99.52,3.34,5.22
10/06/2001,2001,10,6,25.87,4.8,28.77,23.98,0.01,99.78,2.06,3.35
10/07/2001,2001,10,7,27.36,8.44,31.58,23.14,0.01,99.96,0.94,1.27
10/08/2001,2001,10,8,27.89,8.95,32.17,23.22,0.04,99.99,0.98,1.38
10/09/2001,2001,10,9,27.7,8.12,31.84,23.73,0.1,99.9,1.24,1.73
10/10/2001,2001,10,10,27.37,8.75,32.05,23.3,0.06,99.86,1.8,2.91
10/11/2001,2001,10,11,27.26,8.22,31.8,23.58,0.12,99.93,1.98,3.13
10/12/2001,2001,10,12,26.94,8.59,31.37,22.78,0.02,100.01,1.34,1.91
10/13/2001,2001,10,13,27.18,10.27,32.17,21.9,0.47,99.98,1.48,2.17
10/14/2001,2001,10,14,26.73,9.86,31.63,21.77,0.03,99.91,1.74,2.64
10/15/2001,2001,10,15,26.68,8.65,31.37,22.73,0,100.07,0.98,1.37
10/16/2001,2001,10,16,25.8,8.94,30.6,21.66,0,100.14,1.27,1.73
10/17/2001,2001,10,17,25.26,9.36,30.33,20.98,0,100.07,1.11,1.53
10/18/2001,2001,10,18,24.33,11.07,29.67,18.6,0,100.02,1.31,1.84
10/19/2001,2001,10,19,24.13,12.39,30.18,17.79,0,100.32,1.36,2.08
10/20/2001,2001,10,20,23.69,12.58,30.08,17.51,0,100.39,1.62,2.69
10/21/2001,2001,10,21,23.27,12.23,29.48,17.26,0,100.25,1.8,2.67
10/22/2001,2001,10,22,24.37,11.1,30.34,19.24,0,100.31,1.68,2.33
10/23/2001,2001,10,23,25.22,10.11,30.16,20.05,0,100.33,1.68,2.27
10/24/2001,2001,10,24,25.7,10.88,30.89,20.01,0,100.13,1.47,2.05
10/25/2001,2001,10,25,24.72,11.42,30.81,19.39,0,99.93,2.05,3.34
10/26/2001,2001,10,26,23.57,13.07,30.8,17.73,0,99.94,2.05,3.68
10/27/2001,2001,10,27,24.03,13.34,31.6,18.26,0,100.16,2.36,4.02
10/28/2001,2001,10,28,24.24,11.64,30.09,18.45,3.3,100.25,1.68,2.37
10/29/2001,2001,10,29,25.63,9.71,30.93,21.22,0.64,100.17,1.18,1.58
10/30/2001,2001,10,30,25.72,10.63,31.17,20.54,0,100.13,1.32,1.74
10/31/2001,2001,10,31,24.9,12.24,31.61,19.37,0,100.16,2.41,3.67
11/01/2001,2001,11,1,24.13,14.22,32.08,17.86,0,100.24,2.99,4.9
11/02/2001,2001,11,2,23.49,14.66,31.59,16.94,0,100.32,2.13,3.49
11/03/2001,2001,11,3,23.75,13.37,31.8,18.43,0,100.25,1.91,2.95
11/04/2001,2001,11,4,24.57,15.67,33.08,17.4,0,100.17,2.05,3.16
11/05/2001,2001,11,5,24.21,14.73,32.58,17.83,0,100.35,1.88,2.89
11/06/2001,2001,11,6,24.98,13.79,32.82,19.03,1.07,100.46,2.09,3.37
11/07/2001,2001,11,7,24.14,12.26,31.17,18.92,2.17,100.37,2.01,3.27
11/08/2001,2001,11,8,23.44,11.5,29.8,18.3,0.04,100.4,1.62,2.49
11/09/2001,2001,11,9,24.3,11.68,30.69,19,0,100.41,1.11,1.52
11/10/2001,2001,11,10,22.78,11.95,29.85,17.9,0,100.41,1.71,2.46
11/11/2001,2001,11,11,21.58,11.48,28.51,17.02,0,100.36,1.82,2.48
11/12/2001,2001,11,12,21.45,13.27,28.49,15.23,0,100.38,1.44,1.92
11/13/2001,2001,11,13,21.8,13.87,28.96,15.1,0,100.52,1.47,1.96
11/14/2001,2001,11,14,21.11,13.95,28.63,14.68,0,100.6,1.54,2.13
11/15/2001,2001,11,15,21.41,15.85,30.35,14.5,0,100.55,1.77,2.73
11/16/2001,2001,11,16,22.58,15.64,31.18,15.54,0,100.51,1.94,2.92
11/17/2001,2001,11,17,22.3,12.27,29.99,17.72,0.03,100.53,1.72,2.49
11/18/2001,2001,11,18,21.5,14.27,28.86,14.59,0,100.62,1.39,1.87
11/19/2001,2001,11,19,20.87,13.16,28.02,14.86,0,100.69,1.56,2.09
11/20/2001,2001,11,20,19.82,14.64,27.98,13.33,0,100.81,1.94,2.82
11/21/2001,2001,11,21,20.21,14.1,28.12,14.01,0,100.78,1.69,2.55
11/22/2001,2001,11,22,20.9,13.43,28.57,15.14,0,100.67,1.63,2.3
11/23/2001,2001,11,23,20.69,13.34,27.83,14.48,0,100.58,1.79,2.42
11/24/2001,2001,11,24,19.9,12.85,27.26,14.41,0,100.69,1.29,1.81
11/25/2001,2001,11,25,19.5,14.79,27.62,12.83,0,100.69,1.72,2.43
11/26/2001,2001,11,26,19.02,15.98,27.87,11.88,0,100.62,1.83,2.85
11/27/2001,2001,11,27,18.79,15.02,27.72,12.7,0,100.66,2.15,3.41
11/28/2001,2001,11,28,18.87,13.21,26.62,13.41,0,100.49,2.01,3.09
11/29/2001,2001,11,29,17.87,13.98,26.03,12.05,0,100.6,1.76,2.47
11/30/2001,2001,11,30,16.86,16.99,26.76,9.78,0,100.63,3.18,4.93
12/01/2001,2001,12,1,17.15,17.85,27.26,9.41,0,100.51,3.79,6.09
12/02/2001,2001,12,2,16.33,18.22,26.88,8.65,0,100.42,3.62,5.91
12/03/2001,2001,12,3,16.85,17.21,26.28,9.07,0,100.51,2.86,4.38
12/04/2001,2001,12,4,17.89,17.12,26.77,9.66,0,100.43,2.36,3.34
12/05/2001,2001,12,5,18.2,17.05,27.88,10.83,0,100.37,2.95,4.47
12/06/2001,2001,12,6,18.43,17.13,27.7,10.57,0,100.51,2.48,3.51
12/07/2001,2001,12,7,17.87,16.33,26.59,10.26,0,100.5,2.16,3.02
12/08/2001,2001,12,8,18.07,16.52,27.36,10.83,0,100.45,2.38,3.46
12/09/2001,2001,12,9,17.56,16.68,26.94,10.26,0,100.59,2.72,4.15
12/10/2001,2001,12,10,16.68,15.51,25.58,10.06,0,100.76,2.3,3.62
12/11/2001,2001,12,11,16.15,15.09,25.23,10.15,0,100.78,2.23,3.38
12/12/2001,2001,12,12,18.91,14.95,27.82,12.87,0,100.74,1.55,2.13
12/13/2001,2001,12,13,18.52,14.47,26.8,12.33,0,100.9,1.84,2.58
12/14/2001,2001,12,14,16.53,14.12,24.48,10.37,0,100.98,1.93,2.89
12/15/2001,2001,12,15,15.04,12.92,22.82,9.9,0,100.97,2.03,3.23
12/16/2001,2001,12,16,14.91,14.27,22.51,8.23,0,100.89,1.93,2.72
12/17/2001,2001,12,17,16.35,15.48,24.72,9.24,0,100.99,1.88,2.66
12/18/2001,2001,12,18,16.92,15.59,25.22,9.63,0,101.06,2.11,3.03
12/19/2001,2001,12,19,16.95,15.12,25.32,10.2,0,101.06,2.34,3.48
12/20/2001,2001,12,20,16.22,14.91,24.58,9.66,0,101.07,2.6,3.79
12/21/2001,2001,12,21,16.1,15.75,24.26,8.51,0,101.13,2,2.83
12/22/2001,2001,12,22,16.13,15.08,23.65,8.58,0,101.13,1.63,2.2
12/23/2001,2001,12,23,15.71,16.46,23.98,7.51,0,101.03,1.73,2.51
12/24/2001,2001,12,24,16.08,16.18,24.01,7.83,0,100.98,1.66,2.3
12/25/2001,2001,12,25,16.4,16.02,24.44,8.42,0,100.92,1.41,1.92
12/26/2001,2001,12,26,15.76,16.35,24.67,8.32,0,101.01,1.93,2.88
12/27/2001,2001,12,27,16.05,14.68,24.82,10.14,0,101.14,1.62,2.3
12/28/2001,2001,12,28,15.9,15.92,24.79,8.87,0,101.23,2.02,2.94
12/29/2001,2001,12,29,16.17,15,24.76,9.76,0,101.07,2.13,3.05
12/30/2001,2001,12,30,15.38,14.17,23.62,9.45,0,101.01,2.05,2.88
12/31/2001,2001,12,31,14.42,16.59,23.48,6.89,0,101,2.69,3.91
01/01/2002,2002,1,1,13.71,16.15,22.47,6.32,0,101.14,2.12,2.95
01/02/2002,2002,1,2,13.52,16.01,21.59,5.58,0,101.21,1.71,2.33
01/03/2002,2002,1,3,13.91,15.83,22.66,6.83,0,101.16,1.48,2.12
01/04/2002,2002,1,4,14.65,15.64,23.65,8.01,0,101.08,1.66,2.45
01/05/2002,2002,1,5,15.02,16.45,24.22,7.77,0,100.94,1.88,2.66
01/06/2002,2002,1,6,15.96,13.23,24.38,11.15,0,100.91,1.98,2.87
01/07/2002,2002,1,7,15.17,15.7,24.48,8.78,0,100.96,1.71,2.52
01/08/2002,2002,1,8,15.42,15.24,23.95,8.7,0,101.02,1.75,2.39
01/09/2002,2002,1,9,15.67,16.94,23.96,7.02,0.04,101.05,1.95,2.71
01/10/2002,2002,1,10,15.39,17.47,24.81,7.34,0,100.99,2.5,3.68
01/11/2002,2002,1,11,13.1,13.75,21.07,7.32,0,100.74,3.52,5.63
01/12/2002,2002,1,12,14.33,18.09,24.17,6.08,0,100.57,2.55,3.84
01/13/2002,2002,1,13,13.95,13.38,22.68,9.3,0,100.45,2.01,3.3
01/14/2002,2002,1,14,14.77,17.27,25.84,8.58,0,100.27,1.88,2.91
01/15/2002,2002,1,15,18.2,18.48,29.32,10.84,0,100.17,2.87,4.67
01/16/2002,2002,1,16,18.9,14.54,27.02,12.48,0.08,100.16,2.34,3.91
01/17/2002,2002,1,17,20.83,11.97,28.3,16.33,0.2,100.19,1.94,3.02
01/18/2002,2002,1,18,21.02,13.6,28.74,15.14,1.26,100.05,3.52,5.31
01/19/2002,2002,1,19,19.98,13.13,27.26,14.12,3.4,100.31,3,4.88
01/20/2002,2002,1,20,18.6,9.88,24.73,14.85,8.14,100.5,2.56,4.02
01/21/2002,2002,1,21,18.28,12.96,25.61,12.65,0.06,100.5,1.95,3.2
01/22/2002,2002,1,22,19.96,12.52,26.75,14.23,0.44,100.4,1.58,2.6
01/23/2002,2002,1,23,17.61,14.44,25.96,11.52,0,100.4,3.02,5.27
01/24/2002,2002,1,24,14.69,17.24,24.73,7.49,0,100.36,4.2,7.06
01/25/2002,2002,1,25,15.42,17.97,25.28,7.31,0,100.37,3.62,5.77
01/26/2002,2002,1,26,17.9,17.1,27.31,10.21,0,100.32,2.02,3.48
01/27/2002,2002,1,27,17.58,15.7,26.12,10.43,0.74,100.19,3.24,5.49
01/28/2002,2002,1,28,16.1,10.16,21.72,11.56,1.89,100.63,3.51,5.27
01/29/2002,2002,1,29,15.51,12.05,22.7,10.65,0.01,100.91,1.87,2.84
01/30/2002,2002,1,30,15.33,14.63,23.47,8.83,0,100.96,2.74,3.94
01/31/2002,2002,1,31,15.92,14.96,24.48,9.51,0,100.99,2.45,3.4
02/01/2002,2002,2,1,15.72,17.59,24.93,7.33,0,100.98,2.35,3.23
02/02/2002,2002,2,2,15.58,18.43,25.73,7.3,0,100.81,3.2,4.8
02/03/2002,2002,2,3,15.58,19.57,26.53,6.96,0,100.62,4.26,7.02
02/04/2002,2002,2,4,15.48,19.71,25.77,6.06,0,100.69,3.08,4.62
02/05/2002,2002,2,5,17.58,18.23,26.87,8.63,0,100.63,1.94,3.05
02/06/2002,2002,2,6,20.09,17.94,29.42,11.49,0.85,100.38,2.77,4.9
02/07/2002,2002,2,7,20,9.33,26.03,16.71,1.29,100.42,4.02,5.67
02/08/2002,2002,2,8,19.31,9.34,25.33,15.99,7.58,100.55,3.47,5.18
02/09/2002,2002,2,9,21.25,14.76,29.62,14.87,0.13,100.63,2.31,4.02
02/10/2002,2002,2,10,21.33,15.92,29.51,13.58,0.03,100.66,2.39,3.74
02/11/2002,2002,2,11,22.16,17.46,31.83,14.37,2.06,100.37,4.13,6.75
02/12/2002,2002,2,12,19.15,12.76,26.95,14.19,2.9,100.9,3.3,5
02/13/2002,2002,2,13,16.48,17.43,25.93,8.51,0,100.9,3.71,5.99
02/14/2002,2002,2,14,16.96,18.27,26.93,8.66,0,100.9,3.07,4.86
02/15/2002,2002,2,15,17.65,19.2,27.91,8.72,0,100.78,2.84,4.3
02/16/2002,2002,2,16,19.56,19.98,29.8,9.82,0,100.62,2.11,3.2
02/17/2002,2002,2,17,21.98,17.94,31.26,13.31,0,100.7,1.79,2.43
02/18/2002,2002,2,18,21.76,15.39,31.42,16.03,0.03,100.88,3.12,4.39
02/19/2002,2002,2,19,21.87,19.39,32.41,13.02,0,100.81,4.15,6.77
02/20/2002,2002,2,20,22.04,18.15,31.87,13.73,0,100.68,2.75,4.45
02/21/2002,2002,2,21,21.7,16.69,31.7,15.02,0,100.72,3.01,4.62
02/22/2002,2002,2,22,22.93,19.14,33.03,13.89,0,100.84,2.46,3.64
02/23/2002,2002,2,23,24.19,19.09,34.45,15.36,0.02,100.67,2.34,3.84
02/24/2002,2002,2,24,25.75,17.39,35.14,17.75,0.11,100.4,1.86,2.67
02/25/2002,2002,2,25,23.96,12.59,30.86,18.27,0.55,100.45,2.16,2.89
02/26/2002,2002,2,26,20.9,17.69,30.41,12.72,0,100.61,4.24,6.88
02/27/2002,2002,2,27,21.74,19.25,32.11,12.85,0,100.4,4.59,7.44
02/28/2002,2002,2,28,22.26,17.83,31.78,13.94,0,100.35,3,4.35
03/01/2002,2002,3,1,24.54,16.09,33.46,17.38,0,100.3,1.91,2.62
03/02/2002,2002,3,2,25.93,20.77,36.7,15.94,0.44,100.03,3.16,5.23
03/03/2002,2002,3,3,23.98,15.36,32.47,17.11,0.04,100.15,3.48,5.59
03/04/2002,2002,3,4,21.4,19.29,31.64,12.34,0.04,100.24,3.91,6.46
03/05/2002,2002,3,5,21.8,19.94,32.47,12.53,0,100.3,3.95,6.27
03/06/2002,2002,3,6,21.78,19.36,32.37,13.01,0,100.33,3.51,5.12
03/07/2002,2002,3,7,22.88,17.8,32.92,15.12,0.1,100.34,2.32,3.33
03/08/2002,2002,3,8,23.65,20.37,34.2,13.83,0,100.3,2.8,4.69
03/09/2002,2002,3,9,25.99,13.59,33.95,20.37,0.08,100.36,3.96,6.02
03/10/2002,2002,3,10,27.73,18.52,37.48,18.97,0,100.31,2.52,4.36
03/11/2002,2002,3,11,26.97,16.5,35.87,19.37,0,100.31,3.57,5.49
03/12/2002,2002,3,12,24.92,19.01,34.69,15.68,0,100.34,4.08,6.59
03/13/2002,2002,3,13,27.05,20.03,37.41,17.38,0,100.34,4.23,6.88
03/14/2002,2002,3,14,27.33,17.38,36.39,19.01,0.02,100.3,4.81,7.73
03/15/2002,2002,3,15,26.3,17.12,35.53,18.4,0.18,100.23,3.7,5.68
03/16/2002,2002,3,16,25.6,20.21,36.07,15.86,0,100.09,4.06,5.91
03/17/2002,2002,3,17,26.7,20.39,37.43,17.04,0,100.17,2.82,3.95
03/18/2002,2002,3,18,28.63,17.01,38.32,21.31,0,100.31,2.28,3.08
03/19/2002,2002,3,19,28.29,20.04,38.69,18.65,0,100.32,2.2,3.26
03/20/2002,2002,3,20,28.49,19.78,38.38,18.6,0,100.18,2.2,3.34
03/21/2002,2002,3,21,29.55,18.54,39.06,20.52,0,99.86,2.31,3.12
03/22/2002,2002,3,22,30.1,17.35,39.48,22.12,0.02,99.67,2.93,4.48
03/23/2002,2002,3,23,29.02,18.74,39.08,20.34,0,99.59,3.35,5.23
03/24/2002,2002,3,24,30.29,17.79,39.36,21.57,0,99.41,2.85,3.78
03/25/2002,2002,3,25,31.23,19.26,40.79,21.52,0,99.29,2.25,3.21
03/26/2002,2002,3,26,30.76,19.42,40.37,20.94,0,99.49,2.66,4.21
03/27/2002,2002,3,27,30.34,18.6,40.14,21.54,0.06,99.67,2.87,5.12
03/28/2002,2002,3,28,30.38,17.56,39.55,21.99,0.57,99.79,2.61,4.33
03/29/2002,2002,3,29,29.29,17.73,39.11,21.38,0.19,99.95,2.95,4.57
03/30/2002,2002,3,30,29.8,18.55,39.34,20.79,0.03,99.94,2.52,3.45
03/31/2002,2002,3,31,30.26,20.15,41.09,20.94,0,99.87,2.85,4.24
04/01/2002,2002,4,1,31.11,19.81,41.15,21.33,0,99.81,2.41,4.28
04/02/2002,2002,4,2,31.17,18.7,40.5,21.8,0.15,99.74,2.59,4.3
04/03/2002,2002,4,3,29.26,18.39,38.6,20.21,0.17,99.7,3.15,4.61
04/04/2002,2002,4,4,29.7,18.36,38.78,20.42,0,99.76,1.83,2.46
04/05/2002,2002,4,5,30.56,20.95,40.83,19.88,0,99.83,2.31,3.36
04/06/2002,2002,4,6,32.19,20.9,42.3,21.4,0,99.83,2.8,4.02
04/07/2002,2002,4,7,31.94,19.43,41.94,22.51,0,99.77,2.45,3.75
04/08/2002,2002,4,8,31.87,15.82,40.04,24.22,0,99.78,3.98,5.97
04/09/2002,2002,4,9,32,17.24,40.37,23.14,0,99.71,4.55,7.16
04/10/2002,2002,4,10,32.54,16.04,40.77,24.73,0,99.51,3.99,6.27
04/11/2002,2002,4,11,31.58,17.45,40.93,23.48,0.03,99.71,2.9,4.03
04/12/2002,2002,4,12,32.04,15.42,40.81,25.38,0,99.96,2.48,3.72
04/13/2002,2002,4,13,31.65,18.32,40.8,22.48,0,99.96,2.29,3.49
04/14/2002,2002,4,14,32.3,18.29,41.56,23.27,0,99.67,2.91,4.11
04/15/2002,2002,4,15,32.55,19.26,42.48,23.22,0,99.62,2.75,4.25
04/16/2002,2002,4,16,34.33,19.27,44.19,24.92,0,99.48,3.57,5.29
04/17/2002,2002,4,17,34.44,20.71,45.01,24.29,0,99.45,3.87,6.05
04/18/2002,2002,4,18,34.48,20.1,44.35,24.25,0,99.35,3.79,5.95
04/19/2002,2002,4,19,34.94,19.14,44.69,25.55,0,99.52,3.98,6.22
04/20/2002,2002,4,20,36.2,16.63,45.01,28.38,0,99.62,2.03,2.85
04/21/2002,2002,4,21,36.84,16.88,44.81,27.94,0,99.39,2.39,3.22
04/22/2002,2002,4,22,36.53,20.09,45.94,25.87,0,99.2,3.06,4.37
04/23/2002,2002,4,23,34.73,19.77,44.55,24.78,0,99.35,2.97,4.41
04/24/2002,2002,4,24,34.75,17.02,43.62,26.59,0,99.4,3.52,5.01
04/25/2002,2002,4,25,36.68,16.8,45.02,28.23,0,99.19,2.52,3.92
04/26/2002,2002,4,26,35.19,15.28,43.47,28.19,0.27,99.21,3.97,6.02
04/27/2002,2002,4,27,33,18.26,42.19,23.93,0,99.45,3.96,5.76
04/28/2002,2002,4,28,35.64,20.13,45.01,24.88,0,99.23,2.35,3.54
04/29/2002,2002,4,29,33.07,18.06,42.51,24.44,0,99.03,3.8,5.78
04/30/2002,2002,4,30,34.58,18.46,43.73,25.26,0,99.22,3.09,4.3
05/01/2002,2002,5,1,34.38,17.72,42.85,25.13,0,99.28,3.23,4.78
05/02/2002,2002,5,2,34.82,16.78,43.42,26.64,0,99.27,3.81,5.14
05/03/2002,2002,5,3,35.66,16.97,44.48,27.5,0,99.39,3.62,5.48
05/04/2002,2002,5,4,36.79,16.69,45.16,28.48,0.04,99.27,2.5,3.48
05/05/2002,2002,5,5,35.22,18.04,44.71,26.68,0,99.14,3.98,5.55
05/06/2002,2002,5,6,33.98,12.44,40.52,28.08,4.91,99.22,5.39,6.73
05/07/2002,2002,5,7,34.94,16.16,43.29,27.12,0.02,99.27,3.59,4.62
05/08/2002,2002,5,8,35.93,17.04,44.58,27.54,0,99.17,2.9,4.52
05/09/2002,2002,5,9,35.79,16.13,43.96,27.82,0,99.28,3.2,5.06
05/10/2002,2002,5,10,36.19,16.45,44.4,27.94,0,99.16,3.89,5.47
05/11/2002,2002,5,11,34.96,16.2,43.18,26.98,5.25,98.78,4.05,5.38
05/12/2002,2002,5,12,35.28,16.41,43.48,27.06,0,98.86,3.65,5.22
05/13/2002,2002,5,13,35.9,15.79,43.55,27.76,0,99.1,4.3,6.12
05/14/2002,2002,5,14,36.2,12.98,42.9,29.91,1.09,99.22,4.84,6.2
05/15/2002,2002,5,15,34.71,11.95,40.61,28.65,1.97,99.2,4.51,5.37
05/16/2002,2002,5,16,35.81,12.3,41.94,29.65,0,99.03,3.85,4.91
05/17/2002,2002,5,17,36.42,12.06,42.07,30.01,0,98.84,3.24,4.34
05/18/2002,2002,5,18,38.06,15.16,45.37,30.22,0,98.44,2.59,3.77
05/19/2002,2002,5,19,37.78,18.74,47.27,28.53,0,98.15,4.69,6.68
05/20/2002,2002,5,20,38.02,16.37,46.11,29.74,0,98.31,5.68,8.24
05/21/2002,2002,5,21,37.87,15.4,46.06,30.66,0,98.65,4.46,6.76
05/22/2002,2002,5,22,36.48,20.77,46.79,26.02,0,98.94,4.38,6.02
05/23/2002,2002,5,23,37.6,15.36,46,30.64,0,99.13,2.54,3.44
05/24/2002,2002,5,24,35.98,17.28,44.58,27.3,2.65,99.3,3.47,5.26
05/25/2002,2002,5,25,34.87,13.86,41.75,27.89,1.58,99.3,5.08,6.3
05/26/2002,2002,5,26,34.38,13.07,42.23,29.15,5.81,99.23,4.41,5.57
05/27/2002,2002,5,27,33.09,13.59,40.17,26.58,0.88,99.07,4.2,5.28
05/28/2002,2002,5,28,31.65,13.46,38.35,24.89,22.93,99.24,3.45,4.52
05/29/2002,2002,5,29,32.44,12.8,38.77,25.98,0.09,99.43,3.89,5.14
05/30/2002,2002,5,30,32.54,12.36,38.68,26.32,2.03,99.45,2.24,3.39
05/31/2002,2002,5,31,33.03,12.88,38.9,26.02,1.24,99.44,2.27,3.27
06/01/2002,2002,6,1,34.43,13.38,40.33,26.94,0.08,99.34,1.88,2.44
06/02/2002,2002,6,2,35.38,14.27,42.01,27.73,0,99.21,2.26,3.1
06/03/2002,2002,6,3,36.24,15.49,43.68,28.18,0.07,99.05,3.22,4.52
06/04/2002,2002,6,4,36.71,14.7,43.9,29.2,0.14,98.93,2.99,4.27
06/05/2002,2002,6,5,35.87,12.2,41.92,29.73,2.48,99.01,2.97,4
06/06/2002,2002,6,6,35.47,13.47,42.12,28.65,4.08,98.94,2.29,3.11
06/07/2002,2002,6,7,36.25,14.75,43.3,28.54,0.07,98.86,2.48,3.77
06/08/2002,2002,6,8,36.57,14.49,43.48,28.99,0.01,98.75,2.52,3.84
06/09/2002,2002,6,9,35.83,12.28,42.04,29.76,5.02,98.86,3.65,5.41
06/10/2002,2002,6,10,34.68,10.34,40.27,29.93,3.5,99.02,4.85,6.51
06/11/2002,2002,6,11,34.19,10.17,39.74,29.57,0.58,99.14,4.71,6.03
06/12/2002,2002,6,12,34.04,10.54,39.48,28.94,1.51,99.03,4.13,5.05
06/13/2002,2002,6,13,34.42,12.49,40.6,28.12,0.16,98.85,3.05,3.84
06/14/2002,2002,6,14,36.88,14.18,43.8,29.63,1.01,98.71,2.8,4.28
06/15/2002,2002,6,15,36.27,12.99,42.53,29.54,2.31,98.73,3.39,4.46
06/16/2002,2002,6,16,36.26,11.43,42.08,30.65,1.3,98.89,4.27,5.56
06/17/2002,2002,6,17,37.37,11.85,43.06,31.21,0.12,98.94,2.7,3.88
06/18/2002,2002,6,18,38.93,11.8,44.69,32.9,0.28,98.73,2.94,3.95
06/19/2002,2002,6,19,37.78,12.38,43.66,31.29,1.93,98.62,2.72,3.82
06/20/2002,2002,6,20,37.42,11.3,42.95,31.65,0.59,98.57,2.45,3.41
06/21/2002,2002,6,21,37.75,11.52,43.68,32.17,3.67,98.49,2.27,3.14
06/22/2002,2002,6,22,35.96,9.98,40.57,30.58,6.3,98.57,2.79,3.72
06/23/2002,2002,6,23,34.78,12.73,41.24,28.5,0.75,98.8,4.41,5.34
06/24/2002,2002,6,24,34.05,10.7,39.8,29.09,1.36,98.9,7.3,9.08
06/25/2002,2002,6,25,32.81,7.41,37.23,29.83,29.39,98.97,6.8,8.98
06/26/2002,2002,6,26,30.86,6.39,34.27,27.87,12.11,99.13,5.62,7.28
06/27/2002,2002,6,27,32.16,9.84,37.3,27.46,0.84,99.32,4.13,5.62
06/28/2002,2002,6,28,33.67,9.84,38.77,28.93,2.55,99.32,3.23,4.52
06/29/2002,2002,6,29,33.69,9.57,38.48,28.91,0.49,99.15,2.4,3.34
06/30/2002,2002,6,30,33.63,8.15,37.78,29.63,0.89,98.87,2.98,4.12
07/01/2002,2002,7,1,32.9,6.11,35.98,29.87,20.99,98.8,2.28,3.38
07/02/2002,2002,7,2,32.42,7.42,35.87,28.44,19,98.91,1.15,1.73
07/03/2002,2002,7,3,32.62,8.08,36.44,28.37,20,98.91,1.57,2.27
07/04/2002,2002,7,4,31.8,6.84,35.18,28.33,21.1,98.93,1.28,2.16
07/05/2002,2002,7,5,31.56,8.63,36.24,27.61,13.51,98.99,2.43,3.67
07/06/2002,2002,7,6,32.77,11.6,38.95,27.34,3.88,98.81,4.34,6.37
07/07/2002,2002,7,7,33.52,12.6,40.49,27.88,0.03,98.63,6.45,9.23
07/08/2002,2002,7,8,34.01,13.19,41.28,28.09,0,98.64,5.45,8.09
07/09/2002,2002,7,9,34.26,11.23,40.33,29.11,0.08,98.74,5.86,8.48
07/10/2002,2002,7,10,34.62,13.27,42.12,28.85,0.36,98.68,6.64,9.59
07/11/2002,2002,7,11,34.17,12.78,41.39,28.61,0.05,98.62,6.17,8.82
07/12/2002,2002,7,12,34.64,14.8,42.43,27.62,0.23,98.71,4.85,6.92
07/13/2002,2002,7,13,35.59,14.02,42.62,28.61,0.02,98.79,4.16,5.88
07/14/2002,2002,7,14,35.55,11.93,41.67,29.74,0.85,98.78,3.98,5.62
